,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
576,576,576,1.4940360353235026e+18,2022-02-16 19:48:43+00:00,['1494036035323502597'],Nabeela is a formidable organiser and a proper socialist. She’s fought for important advances on the YLNC and I’m excited to vote for her ♥️ https://t.co/bEpB3dB4tp
584,584,584,1.4922587527157637e+18,2022-02-11 22:06:26+00:00,['1492258752715763712'],Support these brave workers https://t.co/c7YjZfOnnv
589,589,589,1.4919069028292403e+18,2022-02-10 22:48:18+00:00,['1491906902829240327'],This weak response is why certain representatives feel allowed to continue such behaviour - get serious on cracking down on racist behaviour whoever is involved or we will not be trusted on “zero-tolerance” https://t.co/inyKcOqqfX
590,590,590,1.4919059089470095e+18,2022-02-10 22:44:21+00:00,['1491905908947009536'],Serious allegations like below cannot be ignored by the Labour Party. The whip should be withdrawn if a representative engages in racist abuse and threatening behaviour in public with no fear of consequences https://t.co/T4OlhnnHXw
591,591,591,1.491903231995351e+18,2022-02-10 22:33:43+00:00,['1491903231995351049'],@Direthoughts Solidarity and sorry you experienced this. glad you came forward which I’m sure will be of great value to others
592,592,592,1.491573399721812e+18,2022-02-10 00:43:05+00:00,['1491573399721811973'],@MHA_92_ Goals
593,593,593,1.4914721090963866e+18,2022-02-09 18:00:35+00:00,['1491472109096386562'],Not spoken about enough 👏 https://t.co/R8wsAoErwf
602,602,602,1.488964672904647e+18,2022-02-02 19:56:56+00:00,['1488964672904646666'],@JessicaLBarnard You’ve had so much thrown at you for just wanting to engage young people and promote socialist values and stayed strong. Not dramatic to say you inspire me and so many others to keep going. Xx
610,610,610,1.487218237460951e+18,2022-01-29 00:17:13+00:00,['1487218237460951042'],@avocadamn Damn I got it in 3 and I thought that was good
619,619,619,1.484174637638599e+18,2022-01-20 14:43:02+00:00,['1484174637638598656'],@Fraserwtt Originals have the JC for leader merch
623,623,623,1.4823551226887004e+18,2022-01-15 14:12:56+00:00,['1482355122688700416'],@JessicaRaspin @TerenceSmith14 @thedeephull Congrats 🥳
629,629,629,1.4794981117856154e+18,2022-01-07 17:00:12+00:00,['1479498111785615362'],@emccallum_ Heroes
630,630,630,1.4794975957603492e+18,2022-01-07 16:58:09+00:00,['1479497595760349184'],@Joe_Dromey @avocadamn So sorry for your loss.
631,631,631,1.4794850354262958e+18,2022-01-07 16:08:14+00:00,['1479485035426295811'],"Tragic to read …Have known too many people die on that road, so scary https://t.co/E9JBlcvJzB"
636,636,636,1.4787953967595725e+18,2022-01-05 18:27:51+00:00,['1478795396759572485'],@dan_o_1989 The dress plus the WOOOOW - 10/10
639,639,639,1.4769396516257178e+18,2021-12-31 15:33:47+00:00,['1476939651625717787'],@graceblakeley You should be v proud. Congrats ⭐️
641,641,641,1.474850243720233e+18,2021-12-25 21:11:14+00:00,['1474850243720232970'],@DannyFiler Congrats You two!!
642,642,642,1.47474931060881e+18,2021-12-25 14:30:09+00:00,['1474749310608809991'],@marcusbarnett_ @Nigella_Lawson Go on Steve!!!!
643,643,643,1.4747487581728358e+18,2021-12-25 14:27:58+00:00,['1474748758172835847'],People like this make the NHS! https://t.co/9zm3aRFOPe
645,645,645,1.4730622177466286e+18,2021-12-20 22:46:15+00:00,['1473062217746628613'],👇 https://t.co/47wfDXLfQM
649,649,649,1.4729439906893906e+18,2021-12-20 14:56:28+00:00,['1472943990689390595'],"Laura Murray is a principled socialist I continue to look up to. She deserves endless solidarity for all the attacks she has received, especially today. Relentless targeting of her just shows how much she scares those with the time to drag socialists through the courts."
651,651,651,1.4729421768878449e+18,2021-12-20 14:49:15+00:00,['1472942176887844877'],@marcusbarnett_ @BlazeQuark @BBCNews Deaddddd
652,652,652,1.4729025245166797e+18,2021-12-20 12:11:41+00:00,['1472902524516679691'],Would encourage all Scottish young members to support these two https://t.co/cgF6RJK6TJ
659,659,659,1.4727013931485184e+18,2021-12-19 22:52:28+00:00,['1472701393148518401'],Viva Chile https://t.co/4Q4vKHYULF
674,674,674,1.4685990936898191e+18,2021-12-08 15:11:23+00:00,['1468599093689819143'],@Think_Become @maxshanly What a snide tweet. Got some front to go off about mental health too when you’ve described that nasty campaign - with long lasting consequences for those affected and not the perpetrators - as positive
676,676,676,1.4669126622610514e+18,2021-12-03 23:30:07+00:00,['1466912662261051400'],@NWCWU @YoungLabourUK 👏✊
679,679,679,1.4668601593141084e+18,2021-12-03 20:01:29+00:00,['1466860159314108419'],@SoniaAdesara https://t.co/trx2ChC01M plus sadiq’s comments
681,681,681,1.4668567170572e+18,2021-12-03 19:47:48+00:00,['1466856717057200132'],We said what we said https://t.co/bJAxgGNXvq
682,682,682,1.4668054307142574e+18,2021-12-03 16:24:01+00:00,['1466805430714257412'],@jawadkhan1998 @alzheimerssoc Ah this is amazing well done Jawad
686,686,686,1.4667417536046776e+18,2021-12-03 12:10:59+00:00,['1466741753604677633'],Idiot. Methadone is a life saving medication https://t.co/s6NY2QqJQp
688,688,688,1.4663920138808402e+18,2021-12-02 13:01:15+00:00,['1466392013880840195'],@nabeelamowlana Happy birthday legend
697,697,697,1.4639130364822323e+18,2021-11-25 16:50:40+00:00,['1463913036482232321'],@marcusbarnett_ @DaveWardGS @MatthewBrownLab Mr Barnett on the airwaves 😍😍😍😍😍😍
698,698,698,1.4639122777243077e+18,2021-11-25 16:47:39+00:00,['1463912277724307463'],@Leftie_laura Happy birthday!!
702,702,702,1.463866111523537e+18,2021-11-25 13:44:12+00:00,['1463866111523536901'],@MEMontegriffo @JessicaLBarnard Gracias xxx
703,703,703,1.463823547365831e+18,2021-11-25 10:55:04+00:00,['1463823547365830656'],@JessicaLBarnard Slightly delayed but I’ll be there 🎉 thanks angel xx
710,710,710,1.4621811521570202e+18,2021-11-20 22:08:47+00:00,['1462181152157020167'],@dan_o_1989 @arjavap @RambleTooting 😍
714,714,714,1.4618096944194396e+18,2021-11-19 21:32:44+00:00,['1461809694419439616'],"Our policy should be to open our arms and our hearts to refugees, not imitating the Tories and their immoral policies. 

Keir-  visit Calais, rather than sitting in Westminster playing politics with people’s lives. https://t.co/rWg7Yghqi8"
720,720,720,1.4613532629179802e+18,2021-11-18 15:19:03+00:00,['1461353262917980169'],@communaz_ Solidarity. F them
723,723,723,1.4610806770640527e+18,2021-11-17 21:15:53+00:00,['1461080677064052748'],@chloelou_k I think I do the least work of the MDT 😂 but 💋
724,724,724,1.4610724481626153e+18,2021-11-17 20:43:11+00:00,['1461072448162615299'],@becs_lou Yesss I live for acute stuff but this is the more wholesome side of the story!! ♥️
725,725,725,1.4610713583565046e+18,2021-11-17 20:38:51+00:00,['1461071358356504576'],@becs_lou And people like you!! Make it worthwhile to see progress big &amp; small
726,726,726,1.4610712214418432e+18,2021-11-17 20:38:19+00:00,['1461071221441843209'],The ability for people to live their lives with their family where they want with the strategies to communicate / mobilise / work / whatever is important to them is multidisciplinary healthcare at its best. Against the system as cruel as it is as well
727,727,727,1.461070758600495e+18,2021-11-17 20:36:28+00:00,['1461070758600495115'],A patient left our ward after months of rehab &amp; the patients &amp; staff all clapped and rang a 🔔 and honestly I can’t keep crying at work 😭😭 any amount of progress is treasured &amp; some people admitted immobile &amp; non communicative walking out and chatting is just 😭🥺✨❤️
731,731,731,1.4603378810382746e+18,2021-11-15 20:04:17+00:00,['1460337881038274562'],@rory_maclean ❤️
734,734,734,1.456099824672166e+18,2021-11-04 03:23:45+00:00,['1456099824672165889'],@cr_celab SheerO
735,735,735,1.456099768770474e+18,2021-11-04 03:23:32+00:00,['1456099768770473988'],@someotherboy Exactly. Won’t they have some respect
736,736,736,1.456098713860989e+18,2021-11-04 03:19:21+00:00,['1456098713860988934'],@michaelmuir1997
737,737,737,1.4560986565962097e+18,2021-11-04 03:19:07+00:00,['1456098656596209664'],"*Listens to Ed Sheeran *

My friends “don’t you have respect for your ears???”"
739,739,739,1.4554771363540746e+18,2021-11-02 10:09:25+00:00,['1455477136354074624'],@fsrtweet I think you’re fun xx
740,740,740,1.4554764496877896e+18,2021-11-02 10:06:41+00:00,['1455476449687789575'],@fsrtweet Idk why this is making me laugh. People really missed you online didn’t they https://t.co/dQuGgZE1Dk
741,741,741,1.4540296992991232e+18,2021-10-29 10:17:49+00:00,['1454029699299123201'],@francescanwtn 🔥
744,744,744,1.449194802931802e+18,2021-10-16 02:05:40+00:00,['1449194802931802112'],@JessicaLBarnard @alexnunns ❤️
745,745,745,1.4491946822070682e+18,2021-10-16 02:05:11+00:00,['1449194682207068161'],"Everyone who works for MPs especially young Muslim women / POC will know the threats that get sent on a daily basis. We stand for a democracy unlike the one we have at this time. Solidarity, we have to stand together"
746,746,746,1.4491945842617754e+18,2021-10-16 02:04:48+00:00,['1449194584261775361'],Incredibly sad news about Sir David. Solidarity to all MPs and others who few more unsafe after today. Thoughts go out to his family and those close to him. Incomprehensible
748,748,748,1.4484245656512553e+18,2021-10-13 23:05:01+00:00,['1448424565651255298'],@Jennieformby1 Lovely tattoo! And amazing news ❤️
749,749,749,1.4484241714620908e+18,2021-10-13 23:03:27+00:00,['1448424171462090756'],The human consequences of this government’s ideology https://t.co/BQH8F5fE8e
