,text,edit_history_tweet_ids,author_id,id,followers_count,following_count,tweet_count,listed_count
662,"We seek to raise the bar higher, not only for ourselves, but for healthcare everywhere. Being bigger isn’t our goal, being better is. If you’re committed to patient care like us, apply to join our team in Live Oak, TX. https://t.co/DMFB6tVaQs #Nurse #NurseLife",['1564238206878375937'],1217191870629130242,1564238206878375937,1559,48,1586,1
663,"Want to work at Bailey Square Surgical Center? We're hiring in Austin, TX! Click for details: https://t.co/Bgfx38kFIi #NurseLife #Nurse",['1564039240819695616'],1217191870629130242,1564039240819695616,1559,48,1586,1
669,"Lecture time @UofSCNursing 
Fluids and electrolytes anyone???
#nurselife #AcademicTwitter #nursingprofessor https://t.co/VF0XxVcNyS",['1564684314880757761'],22975516,1564684314880757761,863,1303,638,2
670,Can you recommend anyone for this job? Clinical Nurse B-Inpatient - https://t.co/FHH4otL2hg #RN #NurseLife,['1564683244578033664'],606543491,1564683244578033664,872,118,1855,248
671,"Interested in a job in Loma Linda, CA? This could be a great fit: https://t.co/xka0GNS28y #RN #NurseLife",['1564610737749647377'],606543491,1564610737749647377,872,118,1855,248
672,"Want to work at Loma Linda University Health? We're hiring in Loma Linda, CA! Click for details: https://t.co/yUzCpTzPhP #RN #NurseLife",['1564393181793243141'],606543491,1564393181793243141,872,118,1855,248
673,We're hiring! Click to apply: Clinical Nurse B-Inpatient - https://t.co/JFHJPhL9SU #RN #NurseLife,['1564030654165094402'],606543491,1564030654165094402,872,118,1855,248
674,I love my job &amp; my career wholeheartedly! 😂🩺… #nurselife,['1564679101356687360'],1219761951573712896,1564679101356687360,141,55,886,0
678,"Want to work at HCA Florida Aventura Hospital? We're hiring in Aventura, FL! Click for details: https://t.co/igwIW03aPO #RN #Nurselife",['1564666364555452417'],1217190849773215747,1564666364555452417,1462,46,1642,0
680,"Free Live Virtual Session
- PSW JOB DEMANDS IN CANADA
- PSW INFORMATION SESSION

Book your seats today.
https://t.co/669ADWsIe0

#psw #personalsupportworker #nacpt #training #
#nurselife #nurses https://t.co/qF3aaQtSnu",['1564656863819563009'],2548469618,1564656863819563009,140,289,651,1
681,"Fire Hose Sign for a nurse gift Great nurse decor or gift for her, gift for mom and a gift for wife Perfect for a nurse life 🤝
 #NurseLife #GreatNurseDecor #NurseGift #sign #FireHose #Perfect #CraftyAmericanDesign #EtsyEmail
https://t.co/AlO3nzxzNw",['1564638089930506242'],772785857807822848,1564638089930506242,129,89,10657,0
683,Do you have a family member or friend that is a Registered Nurse? Are they looking to advance in their career? Tag them below!  SIH-RN https://t.co/3CFZMQeovn #NursingJobs #NurseLife,['1564629536297197572'],791387397325987840,1564629536297197572,158,204,515,74
684,"Tecniche di CONTROLLO EMOTIVO! (che non funzionano)
.
.
.
.
.
#infermieriitalia #infermieristica #divulgazioneinfermieristica #divulgazionescientifica #divulgazione #nurseskills #infermieriitaliani #nurse  #nurselife #oss #nursestudent #fnopi #fnopigiovani https://t.co/zhjaaAzkfH",['1564624830829314058'],2436570624,1564624830829314058,659,101,3074,2
686,"Spotted this wee flower all on its own on my lunchtime by the river 
#lunchwithaview #nurselife #RiverTay #Aberfeldy #WadesBridge https://t.co/mumMQR8uGK",['1564604826016694272'],1112760300120489985,1564604826016694272,2132,4978,24355,3
687,"Work hard and have fun 💖

#nurselife #nursesonduty #nurse https://t.co/HkeHyzZUPT",['1564588801913077760'],87166928,1564588801913077760,66,130,6002,5
688,"OR fiesta 😮‍💨

#NurseLife #nurseonduty #graveyardshift #nurse https://t.co/rC5E9Ggpmo",['1564318032075272192'],87166928,1564318032075272192,66,130,6002,5
689,"How you talk to your patients and colleagues says a lot about you, and how you talk about your career, your work, and your life says even more. 

Read more: https://t.co/mE040mLgDk

#nursekeith #nurse #nursing #nurselife https://t.co/RqpWsW3rwY",['1564586644446986240'],16429082,1564586644446986240,11009,4213,14557,332
690,"Want to work at Cooley Dickinson Health Care? We're hiring in Northampton, MA! Click for details: https://t.co/Ft6D1k064R #NurseLife #RegisteredNurse",['1564584151830765568'],288884244,1564584151830765568,13,51,521,0
692,"I had the best birthday weekend 🥳😘💕 

#nurselife #August #birthday #26th #nursejourney #NHS #BankHolidayWeekend https://t.co/OGIgWyUpF4",['1564580864629116928'],781076251448602624,1564580864629116928,296,204,100,1
693,"We are recruiting Nurse Assessors

Location: Tunbridge Wells 📍

Contact Chloe Jones to apply today on CJones@everpoolrecruitment.com 

Or call 0151 556 2090 📞 

#nurse #NurseTwitter #nurselife #TunbridgeWells #Career #Jobs #jobsearch #RetweeetPlease #share #nurses https://t.co/31TB49UTpU",['1564556370774466560'],1468586928505516039,1564556370774466560,127,873,343,0
694,#nursing #nursinglife #nursingstudent #nursingschool #nursingstudentproblems #nursingstudentlife #nurselife #scrublife #scrubs #hospital #clinicaltips #clinical #clinicals #hospitalclinical #prenursing #wearfigs #figsscrubs #rn #bsn #rnbsn,['1564524735534452736'],1463808517899530247,1564524735534452736,2064,1632,471,0
695,#nurselife https://t.co/letToOaySp,['1564520127642705920'],611389902,1564520127642705920,217,2180,8895,5
697,"Benefits of Postoperative Nursing Care- https://t.co/XdurvchMlT
Visit our website-https://t.co/4BQVMCFKZT
#Nursing #nursing_intern #nursingjobs #PatientCare #homecare  #healthcare #healthylifestyle #Nurse #NurseLife #attendantcare #HealthyFood https://t.co/Gxlf2OIbaC",['1564502517807194112'],1483819093031800838,1564502517807194112,20,87,158,0
698,"Common Health Problems people faces in Modern World- https://t.co/vK7ztJ0x3T
Visit our website-https://t.co/4BQVMCWO1T
#Nursing #nursing_intern #nursingjobs #PatientCare #homecare  #healthcare #healthylifestyle #Nurse #NurseLife #attendantcare #HealthyFood https://t.co/wWfExB9gqm",['1564136601835343877'],1483819093031800838,1564136601835343877,20,87,158,0
699,"🍇𝕊𝕦𝕞𝕞𝕒𝕣𝕪 𝕠𝕗 𝕞𝕪 𝕧𝕒𝕔𝕒𝕥𝕚𝕠𝕟 😎ℕ𝕖𝕨 𝕒𝕣𝕥𝕚𝕔𝕝𝕖 𝕠𝕟𝕝𝕚𝕟𝕖!
✨☀️ 𝔼ℕ𝕁𝕆𝕐 𝕐𝕆𝕌ℝ 𝔻𝔸𝕐☀️✨
👉https://t.co/BVF6JHmXx7
#nurselife💊💉🏥 #freetime 
#suomi🇫🇮 #finland🇫🇮 #summary #vacationmode #holidayseason
#suomilove 🤍  🍃💚📸#finnishgirls  #summertime ☀️ https://t.co/imDTa4rjn1",['1564499816692023296'],1429401909379665921,1564499816692023296,131,198,1209,2
700,"🚶‍♀️𝕊𝕆𝕆ℕ 𝔹𝔸ℂ𝕂 𝕋𝕆 𝕎𝕆ℝ𝕂 !🚶‍♀️
𝕌𝕟𝕖 𝕓𝕒𝕝𝕒𝕕𝕖 𝕕𝕖 𝕞𝕠𝕥𝕚𝕧𝕒𝕥𝕚𝕠𝕟, 𝕓𝕚𝕖𝕟𝕥𝕠̂𝕥 𝕝𝕒 𝕣𝕖𝕟𝕥𝕣𝕖́𝕖 𝕒𝕦 𝕥𝕒𝕗𝕗 𝕓𝕠𝕟𝕟𝕖 𝕤𝕖𝕞𝕒𝕚𝕟𝕖 𝕒̀ 𝕥𝕠𝕦𝕤 !😉
ℍ𝕖𝕝𝕖𝕟𝕒💞
#nurselife💊💉🏥✨ #ｔｈｏｕｇｈｔｓ #backtowork
 🤍 #suomi🇫🇮  #finland🇫🇮 
#backtowork https://t.co/DsUKMCBiwi",['1564234481573269507'],1429401909379665921,1564234481573269507,131,198,1209,2
701,"Here’s an overview of jobs where you are likely to need infant and child CPR certification specifically.

Get certified today: https://t.co/3XcSJiyLeN

#cprcourse #Nurse #nurselife https://t.co/ELn51PzBnd",['1564462230262931456'],1172557362294599685,1564462230262931456,473,878,309,0
702,"My tears just keep flowing after receiving this note from a former patient’s son. I love being a nurse, especially a Hospice Nurse and to be a Christian doing it is like getting paid twice! From my employer n from my Abba Father! #christiantwitter #GodIsGood 🙏🏽🙌🏽🕊❤️🔥#nurselife https://t.co/imxBlY6RIE",['1564448830942171136'],22552881,1564448830942171136,159,498,2728,1
705,"Dreams are free. Goals have a cost. Time,  effort, sacrifice and service will pay for your Goals.
#nurse #nurselife #NursesActive 
Please retweet to see more of us 💝💋 https://t.co/PiGGxof0Wf",['1564400991398674433'],1552656076977295360,1564400991398674433,91,32,53,0
706,"Been in school for like 4 months, just to write an assessment on what I was taught during these months in 3 days😂😭and all I get is a week break.
The next thing! CLINICAL POSTING!! 
😭🥺
The lord Is my strength 🤧🥲
#Nursing
#studentnurse
#NurseTwitter
#nurses
#NurseLife",['1564398903696543747'],1178618004172677120,1564398903696543747,39,93,31,0
707,"Glaub bald werde ich Handy nur mehr in der Arbeit aufladen, duschen &amp; mich zum wärmen freiwillig in den Dienst kommen, vielleicht  eine Idee um Menschen in die Pflege zu bekommen. Gratis: duschen, Strom und Wärme. Ironie off 😅🙄. #nurselife #Österreich #Teuerung #Pflegenotstand",['1564379028898910208'],397191320,1564379028898910208,287,127,5242,2
708,@flightdeck1140 Wahnsinn...... Langsam aber doch werde ich wütend. Coronabonus bis heute nicht erhalten! Begründung wir hatten ja keine Covid Patientinnen..... War live bei 2 Transfers von Pat. die positiv waren aber was weiß schon eine Nurse 🤮😢😷! #nurselife #covid #Pflegenotstand,['1564376378170130434'],397191320,1564376378170130434,287,127,5242,2
709,Zosyn…. #NurseLife https://t.co/GpuiVq0CGT,['1564360579875311617'],263292346,1564360579875311617,100,553,2500,7
710,"@SKECHERSUSA #brandnew pair of shoes literally fell apart in less than an hour of wearing them at work. 😩🤷🏼‍♀️😭 Had to use medical tape which is all I had they barely held for my shift at work. What gives ?These used to be great shoes 
 #nurse #NurseLife #fml #skechers 
@ShieldVoC https://t.co/tSeMz5OPJA",['1564359419521077255'],39077838,1564359419521077255,17298,229,36152,98
712,"Hottest Bar south of the Sahara #thisistapascielo #newbar @JohnnieWalkerKe

Do not miss out tonight it's #ladiesnight #HappyHour #greatfun #nurselife #africa

Wednesday Special with @DjJoeMfalme @harmo_vj @DjFlaxx @DJDENNZ254 #GoodVibes #mombasanightlife #boseprofessional https://t.co/OIwGEHxsq1",['1564358309372727302'],2585744718,1564358309372727302,1776,598,21525,46
714,"https://t.co/BSVwluOWWd
Shop Major Medical Plans
#healthcare #health #covid #medical #medicine #doctor #hospital #nurse #doctors #healthylifestyle #wellness #healthy #coronavirus #healthyliving #surgery #pharmacy #nursing #nurses #love #fitness #care #nurselife #skincare #bhfyp https://t.co/5V1th7W7tD",['1564319160947118080'],1159114336922529792,1564319160947118080,1240,20,629,1
715,"The 12th International Nursing, Healthcare, and Patient Safety Conference will be held in Dubai, United Arab Emirates, from July 25–27, 2023.
Register Here: https://t.co/BxJgzckBki 

#hjúkrunarfræðinga #медицинскасестра #nurselife #doctors #nursing #nursesofinstagram #冠状病毒病 https://t.co/NZpPiphpT5",['1564314548831629312'],1553319086750597120,1564314548831629312,52,289,158,0
716,"Join us on September 15, 2022 at 12:00 PM PT for a virtual open house on education and career opportunities for #registerednurses (RNs) and #licensedpracticalnurses (LPNs). 

Learn more and register today! https://t.co/GkYf12gA2R

#nurselife #nursejobs #nursingcareers #rnjobs https://t.co/kLpk19QZk2",['1564312615937101824'],20702416,1564312615937101824,2199,1721,6442,69
719,"Due to transport strike, a new mode of transportation has been on for Community Nurses. #ukrn #NurseLife #london https://t.co/mtyjXs990J",['1564287680011276288'],78874073,1564287680011276288,97,150,730,2
720,"Cecil College Nursing students are preparing for an amazing semester! They rely on one another for support and friendship from the very first day. We are here for you, Seahawks! #ownyourfuture #nurselife #cecilcollege https://t.co/4LIgz1usBg",['1564282902606921729'],619187551,1564282902606921729,1344,141,13217,28
721,"Mindful Monday: ""Work Hard!""
Our Corporate office mascot, Molly... she is in healthcare too... this is what Mondays look like after working doubles ALL weekend!
#nurseconnectionstaffing
#nurselife
#acutecareconnection #AcuteCare
#healthcareheroes https://t.co/3BLaW1aVmF",['1564282450888593421'],2881216929,1564282450888593421,245,1452,464,3
722,"We've made posting shifts fun - really! In just a matter of seconds, post as many shifts as you need, and voila! 
#healthcarefacilities #nursingshifts #nurselife https://t.co/dF9y6UJDuk",['1564282270042685441'],1428094137669144577,1564282270042685441,34,194,131,0
723,"When its Monday morning and there are  no coffee pods left.

🤖☕️

#mondaymornings #nurselife #techlife #coffeelife #caseofthemondays #robothumor https://t.co/1M3pfS0RAt",['1564281040012775427'],865198234913964032,1564281040012775427,1342,603,575,39
724,"Make the most of your day with our ultra-comfortable Touch jogger and tuck in top. The jogger is available in tons of colors, including Slate and Light (cloud) Grey in regular, tall and petite! 

https://t.co/e22fJQgQv4

#NurseLife #rn #scrubs https://t.co/v9sKr4a9Z7",['1564275657600909312'],1522266276491632640,1564275657600909312,11,13,22,0
725,"Just another great benefit for our nursing staff to be a part of! 

#nurse #nurselife #nursingstaff #nightshiftnurse #dayshift #scrubs #scrublife https://t.co/hnPUJt9rVE",['1564257971315658754'],321491271,1564257971315658754,384,522,1115,23
726,"@TheNurseDeck recently featured Marcia Proto, M.ED., CAS, as nurse of the week and in their July digital issue. Marcia has decades of experience in not only healthcare, but nursing leadership and education. https://t.co/o1XFfo3agN

#nursepreneurs #nurselife #CCNW #nursedeck https://t.co/FP3XCRL0YE",['1564253548581380102'],335902435,1564253548581380102,605,748,2513,11
727,"Hellish day at work I left 2h after the end of my shift and my colleague had to cover for late shift too. We can't manage like this anymore we are all tired to the bone.
#NurseLife",['1564252846790508546'],279147280,1564252846790508546,658,2423,45724,7
728,"Trendy Nurse T-Shirt
If you are looking for the Best Nurse T-shirt. Awesome, Eye-Catching T-shirt Design for Your POD Business. 
#tshirt #tshirts #tshirtdesign #tshirtdesigns #shirt #shirts #shirtdesign #shirtdesigns #tee #Nurse #nurses #NurseLife 
Email: riyakhatunr351@gmail.com https://t.co/zqeuHtrFmw",['1564251504261103618'],1496483630327074821,1564251504261103618,365,1010,84,0
729,‘Another one’ 😅 #DJKhaled #17hourShift #nurseLife,['1564250995068211202'],385119609,1564250995068211202,1608,359,24575,36
730,No wonder the students love the Grady clinic. #NurseLife #AhaMoment https://t.co/cI6Dcz4y2Z,['1564250767539806208'],194291727,1564250767539806208,2377,283,111537,25
731,"So... there you go... fresh and juicy blackberry's from my garden ☀️🌳🪴 🍂 Absolutely delicious 🤤 - Have a great rest of your BankHoliday peeps ! #blackberrys #positivity #enjoylife
#Motivation #positive #goodmood
#NurseLife #friends https://t.co/lY4QZ2q13v",['1564248977301815297'],923090535975407616,1564248977301815297,129,187,669,0
732,"Earlier this year, #nurse Sam Dorman transitioned from #NursingStudent to professional nurse. 

Read about Sam's experience in ""The Transition From #Nursing Student to Professional Nurse"" on the #Mocingbird blog. https://t.co/vcryMc3gFa
.
.
.
#NurseLife #MedTwitter #RN",['1564243971043430400'],1171603231312666624,1564243971043430400,85,107,553,0
734,"Relatable?

#NurseLife #NursinginOntario #HealthCareWorkers #WeSupportIENs #CARECentre https://t.co/EgsjblEK2x",['1564241041212973058'],67788136,1564241041212973058,1266,843,236,45
735,"Welcome back to Makaton Mondays - todays signs are: Today, Tomorrow &amp; Yesterday! 💛
#makatonmonday #makaton #nurse #studentnurse #today #tomorrow #yesterday #nurselife #studentnurselife  @QUBelfast @QUBSONM @MakatonCharity @mencap_charity @StNurseProject @LDNursesNI @MakatonLDND https://t.co/wrTobnr7hK",['1564237958646988801'],376382134,1564237958646988801,367,185,5287,1
736,"2 is more than enough 😅

#workmeme #workmemes #worklife #officelife #retaillife #9to5 #nurselife #serverlife #coworker #coworkersbelike https://t.co/LBz9WxJJIy",['1564215287683088387'],1255781849416314880,1564215287683088387,383,1756,954,1
737,"‼️STORE OPENING FALL 2022‼️

Location: 209 Edgewood Avenue S.E
Atlanta, Georgia 30303 

#nurselife #nurselife #nursepractitioner #respiratorytherapist #radiologist #obgynlife #doctor https://t.co/ib18543ycT",['1564211151172521985'],36809384,1564211151172521985,931,1342,15445,2
738,30 mins more- please chill yourself. Di na kaya ng powers ko ang 8 admissions. Pauwiin mo na ako!  #ernurse #NurseLife #PHRN,['1564202178176483328'],77471884,1564202178176483328,101,225,1904,0
740,@EmmaWilko13 Excellent! #NurseLife,['1564190796970184704'],997855606886322177,1564190796970184704,2263,3434,6466,9
741,"Medelit Home Visiting Services
https://t.co/XBS8kA7Z4J
Doctor home visit
Visiting nursing service

#Homevisit #London #doctor #medical #nurselife #NursingCareers #MaternityNurse #maternitynanny #maternityagency #babynurse #maternity #homebirth #pregnancycare #DomiciliaryCare",['1564179451629522945'],1550745134576410626,1564179451629522945,27,29,1517,0
742,"Medelit Home Visiting Services
https://t.co/XBS8kA7Z4J
Doctor home visit
Visiting nursing service

#Homevisit #London #MedicalHomeVisit #Homecare #nursejobs #nursingcareers #nurselife #nursingjobs #healthcarejobs #Healthcare #Nursing #Paediatric #paediatrician #medic #therapist",['1564179399234228224'],1550745134576410626,1564179399234228224,27,29,1517,0
743,"Simplivia is dedicated to providing high-quality medical solutions for drug delivery to ensure the safety of healthcare professionals. 

Check out our YouTube channel and watch our latest videos on how to keep safe!
https://t.co/dhBjl5Q1Gp 

#healthcare #drugsafety #nurselife https://t.co/7LXidi5hO1",['1564163084352110593'],1356912196207464450,1564163084352110593,21,80,159,0
744,It really is always the eyebrows. #NurseLife  #monday https://t.co/9vIHmcZ0vZ,['1564140253337755650'],1373803443152900099,1564140253337755650,215,78,534,0
745,"صباح الخير 🌅
صباح البدايات الحلوة 
""ونسألُك اللهم خيرَ الأمنيات أن تتحقق 🤍""

*صورة الجامعة*🏫     *صورتي باليونفورم*👨🏻‍⚕️

#آل_تمريض 
#NurseLife",['1564092068321959937'],343337884,1564092068321959937,15285,1720,55604,17
746,Because the nurses are always right #NurseLife https://t.co/SGNo17qCqM,['1564083431755190272'],34122819,1564083431755190272,15,134,704,0
747,Back at it full speed. Second job as Adjunct Nurse Faculty &amp; #Year2 of #Phdnursing program start tomorrow #LetsGo #NurseLife #phdchat #BenditoSeaDios,['1564079942802997249'],1424709185154002945,1564079942802997249,130,425,564,3
748,"My mom is so funny 😂😂 

She never says “hella” anything lol #NurseLife https://t.co/UODYdtnPw1",['1564055662719430656'],2241492284,1564055662719430656,1338,1089,76167,60
750,#NurseTwitter #MedTwitter #NurseLife,['1564020568566947846'],1559059042412142592,1564020568566947846,167,361,54,0
751,Can somebody be a good #Barbz and let me know when nicki about to perform so i can jump off the floor…est time please #nurselife,['1564009556858093568'],65760430,1564009556858093568,418,288,28042,0
752,"Starting to get Halloween  Season ready! Check out This Spooky ""Nurse By Day Witch By Night"" T-Shirt https://t.co/JUdi08G2vl
#Witchy #Halloween #Halloween2022 #halloweengift #halloweenshirt #octobervibes #spookymonth #nurseshirt #NurseLife #shopnow https://t.co/vM2MA5VhVe",['1564009203034882049'],1516116939600502789,1564009203034882049,11,32,277,1
753,Soooo… Can I clock out yet? #NurseTwitter #nurse #tattoos #tattoo #NurseLife https://t.co/wN9GmXCd7I,['1564007031438295042'],1460914747025641479,1564007031438295042,71,239,11,0
754,"CNA Crewneck Sweatshirt, Certified Nursing Assistant Sweater #cnasweatshirt #CNA #cnanurse #nurse #NurseLife #nurseshirt #nursesweatshirt… https://t.co/9JQ73ftFun https://t.co/eiz7lDy6qq",['1564005088963792898'],1311943297913425925,1564005088963792898,49,16,19128,0
755,"Kleiner Gratistipp für Berufsanfänger, vertraue NIE irgendeinem Kollegen, auch nach 10 nicht. Wenn dädie mit dem Rücken zur Wand stehen, hauen sie dich in die Pfanne - und zwar ALLE.  #NurseLife",['1563982182586220547'],1181835104601153537,1563982182586220547,2030,127,9030,0
756,Tag someone who can relate! #nurselife #doctorlife #scrublife #healthcare #nursehumor #doctorhumor #healthcare #superstitious https://t.co/bAIGjtwhcf,['1563979108782149636'],1520111502459641857,1563979108782149636,16,46,46,0
757,@CrumblCookies Work. Unfortunately. All weekend. #nurselife,['1563975538435301378'],34296376,1563975538435301378,149,1702,1453,2
758,"1) Identify your problems,
2) find #power and #energy for solutions.
.
.
.
.
.
.
#therapy #counselling #help
#couplestherapy #relationship #love #relationshipguide #lifelessons #workhard #PTSD  #nurselife #feelbetter #gooddays https://t.co/QGb3pnqp0B",['1563969679235973120'],2413669808,1563969679235973120,416,296,1616,4
759,"Excellent opportunity for a Director of Care, RN / RPN #Penticton, Sunny #Okanagan, #BC Apply Now careers@mckenziehcr.com / 800.599.8865 / 6043528884 
#NursingCareers #NurseJobs #nursesofinstagram #rnlife #nurselife #nurses #nursesrock #SeniorCare #LoveWhatYouDo #NursingLeaders https://t.co/E37slbxgNZ",['1563962300968624129'],75114436,1563962300968624129,503,1209,6045,0
760,"Banner Health is designing the workplace to help nurses. We’ve redesigned scheduling and documentation to help free up nurses’ time. Apply today in Phoenix, AZ to make a difference in people’s lives. https://t.co/AlIu3GVIcf #NurseLife #RNLife",['1563957301442117638'],758264820110065664,1563957301442117638,44,142,702,0
761,"Be a part of a team that puts the care and improvement of human life above all else. We believe excellent people make excellence happen. Apply to be a Registered Nurse Special Procedures with us! https://t.co/fffyDSjgJG #Plantation, FL #NurseLife",['1563936736815722497'],23031856,1563936736815722497,167,56,838,58
762,Calling Michigan Medicine nurses! #umpncstrong  is asking members to authorize #ULPstrike.  Did you vote yet? #solidarity #safestaffing #UnionStrong #NurseLife https://t.co/Ef9kbDViMh,['1563929285106212870'],1561142437573165057,1563929285106212870,4492,4852,3069,0
763,Help us transform healthcare at HCA Florida Aventura Hospital as a Clinical Nurse Coordinator Trauma RN. Apply today https://t.co/ppXZRB8ZoW #NurseLife #RN,['1563924315992494080'],1217186585030135808,1563924315992494080,1473,93,2506,1
764,"We believe excellent people make excellence happen. Be a part of something big with HCA Healthcare in Bradenton, FL. https://t.co/Psp4Rp3QhG #NurseLife #Nurse",['1563756949363048448'],1217186585030135808,1563756949363048448,1473,93,2506,1
765,Our recruitment teams at HCA Florida Mercy Hospital are here to help you realize your full professional potential. Apply here to start that journey today: https://t.co/fJPoQOte1T #NurseLife #Nurse,['1563604131209629699'],1217186585030135808,1563604131209629699,1473,93,2506,1
766,"Unlock the possibilities within your career at Chippenham Hospital by joining our team as a Registered Nurse. Apply today: https://t.co/cVvgOE5T2l #Richmond, VA #NurseLife",['1563596839097491458'],1217186585030135808,1563596839097491458,1473,93,2506,1
767,"Above all else, we are committed to the care and improvement of human life. This includes our colleagues. If that sounds like what you’re looking for, come join us at Mission Hospital. https://t.co/8Anya16g8A #Asheville, NC #NurseLife",['1563509470918955010'],1217186585030135808,1563509470918955010,1473,93,2506,1
768,"No matter the stage in your career, we have a place for you here! Grow your career with St. David's North Austin Medical... by applying today. https://t.co/4uJhDNQGGI #Nurse #NurseLife",['1563385629349531650'],1217186585030135808,1563385629349531650,1473,93,2506,1
769,"We’re one of the nation’s leading providers of healthcare services. Help us continue to thrive as our next Registered Nurse ICU PRN in Tamarac, FL. https://t.co/NnFeRPYqTm #Nurse #NurseLife",['1563327355313041408'],1217186585030135808,1563327355313041408,1473,93,2506,1
770,"At Methodist Hospital Northeast we show up, for our patients, our communities and our colleagues. By investing in you, we help you care better for patients. Come join our team and be a part of something special. https://t.co/JIoZuYv4Qy #NurseLife #Nurse",['1563041693753958400'],1217186585030135808,1563041693753958400,1473,93,2506,1
771,We are committed to being a desirable career destination by investing in our nurses and helping them develop professionally and individually. Take a step forward in your career at St. David's North Austin Medical.... https://t.co/EA5EDo2YIh #RN #NurseLife,['1562961619214159873'],1217186585030135808,1562961619214159873,1473,93,2506,1
772,"We’re one of the nation’s leading providers of healthcare services. Help us continue to thrive as our next Grad RN Nurse Residency All Specialties in #Richmond, VA. https://t.co/057aCqG0RO #NurseLife",['1562843796819193859'],1217186585030135808,1562843796819193859,1473,93,2506,1
773,Unlock the possibilities within your career at Methodist Healthcare System by joining our team as a RN System Resource Pool Registered Nurse. Apply today: https://t.co/dlpxs8MwoP #Nurse #NurseLife,['1562814687263092736'],1217186585030135808,1562814687263092736,1473,93,2506,1
774,Take the next step in your career at HealthONE Healthcare at Home as PRN Registered Nurse Home Health. Apply today https://t.co/XX1G559LBX #NurseLife #RN,['1562807425140289537'],1217186585030135808,1562807425140289537,1473,93,2506,1
775,"Explore endless opportunities, for every stage of your career. Apply to be a Grad RN Nurse Residency All Specialties with us at Parham Doctors' Hospital. https://t.co/c6lKQD5RNq #NurseLife #Nurse",['1562749203251490816'],1217186585030135808,1562749203251490816,1473,93,2506,1
776,"Above all else, we are committed to the care and improvement of human life. This includes our colleagues. If that sounds like what you’re looking for, come join us at HCA Florida Fawcett Hospital. https://t.co/neAeGoz8ei #RN #Nurselife",['1562625509296484359'],1217186585030135808,1562625509296484359,1473,93,2506,1
777,"RN - ICU (Days) - Petoskey, MI #23560 | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/j5YSH7VPwL",['1563923363113885698'],921722057850834945,1563923363113885698,4463,4996,42972,9
778,"RN - ICU (Days) - Midland, MI #26605 | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/FIdop3eaaG",['1563908263925743616'],921722057850834945,1563908263925743616,4463,4996,42972,9
779,"RN - Same Day Program (Days) - Peterborough, NH #26458 | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/Sq4v1TDLWq",['1563893163965779968'],921722057850834945,1563893163965779968,4463,4996,42972,9
780,"RN - Med Surg/Telemetry (Nights) - Claremont, NH | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/mm8pUz0Tnc",['1563817666145648640'],921722057850834945,1563817666145648640,4463,4996,42972,9
781,"Low Stress Opportunity - Las Vegas, NV - Generous Pay, Training Provided!! | @1StopRecruiting | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/KNxbjyh5kG",['1563802566424760321'],921722057850834945,1563802566424760321,4463,4996,42972,9
782,"Registered Nurse - Emergency Department, Full Time, 7pm to 7am | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/8LbotasrgE",['1563772367540830208'],921722057850834945,1563772367540830208,4463,4996,42972,9
783,Registered Nurse (RN) #BD-29-05 | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/FpgUCLiiSb,['1563757267794776065'],921722057850834945,1563757267794776065,4463,4996,42972,9
784,"RN - ICU (Nights) - Colton, CA | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/r6TpfVd3yx",['1563727068755542017'],921722057850834945,1563727068755542017,4463,4996,42972,9
785,RN - ER - Full Time Mixed Shift | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/SQnTZB0yyo,['1563711969345130496'],921722057850834945,1563711969345130496,4463,4996,42972,9
786,RN I (New Graduate)- Digestive Health   | | #rn #rns #registerednurse #rnjobs #rnjob #nursejobs #nursingjobs #nursing #nurse #nurses #nursetwitter #nurselife | https://t.co/NOQVtsQCLI,['1563651572550221826'],921722057850834945,1563651572550221826,4463,4996,42972,9
