,text,edit_history_tweet_ids,id,author_id,followers_count,following_count,tweet_count,listed_count
265,A6 I show them this diagram. I usually can tell which class period will score higher on their tests by which ones are working together better and teaching each other. #T2Tchat https://t.co/weAAxtiFw1,['1562948041841475585'],1562948041841475585,1456656990,2812,2611,29600,25
266,A5 PASSION ENERGY AND POSITIVITY! These are irreplaceable traits for great educators! This is a powerful quote from The Big Bang Theory #T2Tchat https://t.co/YZMkniWmop,['1562946432117526529'],1562946432117526529,1456656990,2812,2611,29600,25
267,"A4 My favorite lesson to teach kids is how to correctly eat an Oreo! You will ENJOY this video! #T2Tchat 
https://t.co/MItNuaGzvF",['1562946089032220672'],1562946089032220672,1456656990,2812,2611,29600,25
268,@LiviaChanL I am AWESOME! 1st week of school with the kids and I LOVE IT! 33rd year of teaching will be EPIC! #T2Tchat,['1562943020600684544'],1562943020600684544,1456656990,2812,2611,29600,25
269,"A3 While researching my book ""The Art of Inspiration"" my career was crystalized on how to inspire kids to #AlwaysBelieve 
My research backed up the words of my book on how kids are actually inspired! I am exciting using this knowledge to see if I can do it even better #T2Tchat https://t.co/IcCmqPKrfF",['1562942817659301888'],1562942817659301888,1456656990,2812,2611,29600,25
270,A2 I have them fill out forms so I can get to know them. I also have them create their own two truths and a lie. #T2Tchat,['1562940938921525249'],1562940938921525249,1456656990,2812,2611,29600,25
271,A1 Check out how my classes start! The kids are smiling after I do this and are engaged! #T2Tchat https://t.co/cNlDutpzcI,['1562939730836467712'],1562939730836467712,1456656990,2812,2611,29600,25
272,@teacher2teacher A8. That we are human and we are here for each other on this learning journey! #t2tchat,['1562951285715849217'],1562951285715849217,717767542069190656,67,159,793,3
273,"@teacher2teacher A7. The cool down! I ask Ss to take a deep breath and silently think about what has happened over the last hour. I wait for about 30 seconds, then ask ""what other information do you need""? Then we go over upcoming HW/due dates, etc. I thank them, then send them off! #t2tchat",['1562950849768599552'],1562950849768599552,717767542069190656,67,159,793,3
274,"@teacher2teacher A6. I think this is easier with adults. I set expectations and model how working in a group will work. And I always, doesn't matter if we are in week 10, always have students introduce themselves to each other and share something that has gone right that day. #t2tchat",['1562949310786183168'],1562949310786183168,717767542069190656,67,159,793,3
275,"@teacher2teacher A5. Approach planning by less telling of facts and more asking ""what if"" questions. Encourage students to explore the different possibilities and outcomes of their reasoning. If reasoning leads to false results, then discuss to enrich the learning process. #t2tchat",['1562946978753150977'],1562946978753150977,717767542069190656,67,159,793,3
276,"@teacher2teacher A4. That's a toughie. I think my favorite lessons are the ones that allow for a lot of exploration and conversation. Transformation of functions comes to mind because it is so visual and students can develop the ""rules"". #t2tchat",['1562945533211471872'],1562945533211471872,717767542069190656,67,159,793,3
277,"@teacher2teacher A3. I am excited to bring some of the tools I learned during Pandemic into face-to-face instruction. Virtual office hours, checking in using MS Forms to name two. #t2tchat",['1562944761303994369'],1562944761303994369,717767542069190656,67,159,793,3
278,@teacher2teacher I work with adult students. They introduce themselves in small groups then complete a low/no stakes sorting activity that creates discussion as we go deeper with sorting. Gets them participating in meaningful conversation day 1. 🙂 #t2tchat,['1562943819636649990'],1562943819636649990,717767542069190656,67,159,793,3
279,@teacher2teacher A8: That they are loved and I believe in them! #T2Tchat,['1562951121018421251'],1562951121018421251,923205295958093826,2989,463,17572,20
280,"@teacher2teacher A7: Good Things That Happened Today vs. Things We Didn't Care For. We list them, talk about them, and then try really hard to make the next day better.  Tomorrow is always a new day! #T2Tchat",['1562950583753277443'],1562950583753277443,923205295958093826,2989,463,17572,20
281,"@MarcusLuther6 A6: Make their learning fun, like a game! #T2Tchat",['1562949426385420288'],1562949426385420288,923205295958093826,2989,463,17572,20
282,@teacher2teacher A5: Foster those relationships with your students.  Let them guide you as to what will engage them! #T2Tchat,['1562946002910228486'],1562946002910228486,923205295958093826,2989,463,17572,20
283,"@teacher2teacher A4: Dr. Martin Luther King, Jr., equity, and embracing our differences. #T2Tchat",['1562944285221453824'],1562944285221453824,923205295958093826,2989,463,17572,20
284,@teacher2teacher A3: My former teaching partner in a small rural community and I are going to be classroom buddies!  We're going to Zoom with them at least once a month!!#T2Tchat,['1562942291735486464'],1562942291735486464,923205295958093826,2989,463,17572,20
285,@teacher2teacher A2: I have a toolbelt of different callbacks. The Special Helper of the Day gets to choose which one we use. #T2Tchat,['1562940228494856198'],1562940228494856198,923205295958093826,2989,463,17572,20
286,"@MarcusLuther6 A1: We do The Pledge of Allegiance, our daily affirmation, mindfulness breathing, and an ""I Love You"" Ritual from @ConsciousD  #T2Tchat",['1562939779771416577'],1562939779771416577,923205295958093826,2989,463,17572,20
287,#gratefuledu #teachpos #BuildHOPEedu #ksedchat #kinderchat #MakeEdReal #Resiliencechat #RuthlessEquity #PLN365 #CultureEd #ParentCampChat #AlwaysBelieve #CelebrateED #T2Tchat #MasteryChat #EduGaldiators https://t.co/O6w8b7vaP7,['1561377955162513408'],1561377955162513408,923205295958093826,2989,463,17572,20
288,"@teacher2teacher A7: Building relationships with my students and their families! ❤️
#T2Tchat",['1557877138778460160'],1557877138778460160,923205295958093826,2989,463,17572,20
289,"@teacher2teacher A6: ""What's your favorite _________?""  ""Why?""  #T2Tchat",['1557874859010674688'],1557874859010674688,923205295958093826,2989,463,17572,20
290,"@teacher2teacher A5: Speak quietly to them, at their level. In my case, we get down on the floor and play with them. Build trust! #T2Tchat",['1557873485552226306'],1557873485552226306,923205295958093826,2989,463,17572,20
291,@teacher2teacher A4: Allowing them to have input to the class expectations. Give them ownership! #T2Tchat,['1557871014721294336'],1557871014721294336,923205295958093826,2989,463,17572,20
292,@teacher2teacher A3: Modeling kindness and grace. Teaching the littles that it's okay to be different. That's what makes life fun and exciting!! #T2Tchat,['1557869249867177988'],1557869249867177988,923205295958093826,2989,463,17572,20
293,"@emilyfranESL A2: I teach our youngest scholars!
I get down on their level and look them in the eye. I love on them, encourage them, smile at them! I let them know that I am their biggest cheerleader! #T2Tchat",['1557867592076984325'],1557867592076984325,923205295958093826,2989,463,17572,20
294,@teacher2teacher A1: Safe and loved. #maslowbeforebloom  #T2Tchat,['1557865620510760960'],1557865620510760960,923205295958093826,2989,463,17572,20
295,@teacher2teacher @OurKidsMatter_ @emilyfranESL #T2Tchat https://t.co/sCerrOu2ix,['1557865410564857856'],1557865410564857856,923205295958093826,2989,463,17572,20
296,"@teacher2teacher A7: I tell them what they did good and I return the rest of the time left to them, I never tell them it’s “free time,” it’s all about branding, free time=chaos but “returning time to them” shows my respect I have for them #T2Tchat",['1562949998773694465'],1562949998773694465,894257246087073792,3337,2173,23514,28
297,"@EaganLiz @teacher2teacher Anything can be an academic game or just for fun, release the endorphins! #T2Tchat",['1562948826582827010'],1562948826582827010,894257246087073792,3337,2173,23514,28
298,"@teacher2teacher A6: start small, ask students what makes good communication, practice partners listening to each other by introducing themselves and then to the class, have students practice silence, all of this helps students pay attention to each other #T2Tchat",['1562948350642888707'],1562948350642888707,894257246087073792,3337,2173,23514,28
299,@teacher2teacher A5: engagement starts with classroom building. That ice breaker you do in August helps make that lesson work in October. #T2tchat,['1562946368851034112'],1562946368851034112,894257246087073792,3337,2173,23514,28
300,"A7
As an exit ticket ask students these questions:
What didn't you learn today that you wish you would have learned?
What do you wish we had more time for?
What do you think we might learn tomorrow?
#T2Tchat",['1562949776642936838'],1562949776642936838,833523710,3585,4957,12954,31
301,"A4
A favorite: identifying birds found in our backyards
Ss identified birds by song sight &amp; name
I have ss who are adults now teaching their own children how do I identify birds
I love that it's a skill that stayed with them for such a long time
https://t.co/isPSllKrez
#T2Tchat",['1562946007565930496'],1562946007565930496,833523710,3585,4957,12954,31
302,"A3
As a technology coach I tried to get all new apps tips and tricks to my teachers as fast as I could
@WriteReaderApp is a new one to me I encouraged them to try it this year
I can't wait to hear how they all implement it
#T2Tchat https://t.co/y7V9GszqsJ",['1562942706350825473'],1562942706350825473,833523710,3585,4957,12954,31
303,"A2
I worked with a T who made life maps that showed the year they were born how many siblings they had where they lived favorite music favorite hobbies pets it was a fun way for them to get to know one another you can also use
@MicrosoftFlip and create a board for this #t2tchat https://t.co/qtqwxECTaR",['1562942052840509440'],1562942052840509440,833523710,3585,4957,12954,31
304,"A1
A fun way to start the class is to have a box of random ?? ready As the Ss walk in, they pick 1 
Question can be
What was 1 strange thing that happened to you yesterday
How many times do you think you said the word like yesterday
How many selfies do you take in 1 day?
#T2Tchat",['1562941347333820416'],1562941347333820416,833523710,3585,4957,12954,31
305,"Hello everyone I am Teresa
I am a former classroom teacher and Technology coach now working with girls in #STEM programs grades 9 through 12 and Middle School and working with @NCWIT as the Pittsburgh Regional manager I'm excited to join the chat #T2Tchat https://t.co/YClNn9fDEJ",['1562940525799690240'],1562940525799690240,833523710,3585,4957,12954,31
306,"A5
Everyone is not a raise your hand kind of student 🙋‍♂️🙋‍♀️🙋
Google forms give everyone a chance to answer questions
Encourage questions and comments on Google docs
Bell ringers and Exit slips that ask if there are any questions that were not addressed 
#T2Tchat https://t.co/1Q7SQIrDFY",['1558067532472504320'],1558067532472504320,833523710,3585,4957,12954,31
307,"A6
How do I know you?
How do you know me?
#T2Tchat https://t.co/A2dWdsUAs8",['1558066327176216581'],1558066327176216581,833523710,3585,4957,12954,31
308,"A1
*Loved
*Excited
*Happy
*Safe
*Inspired
*Eager to learn more 
#T2Tchat https://t.co/qNUJMUN3R5",['1558066060385034245'],1558066060385034245,833523710,3585,4957,12954,31
309,#T2Tchat A5 Use Zoom &amp; Meet to reach out to guest speakers/experts. Let them share their knowledge with Ss. We have been fortunate to have many join our History of Rock &amp; Roll &amp; GarageBand classes. Ss are engaged &amp; enjoy asking questions. Authentic learning is the best! https://t.co/BXleorjotN,['1562947864195903488'],1562947864195903488,617330431,1945,1968,9308,21
310,@teacher2teacher A5 - Ask for their input and feedback. I find students really value choice and having a say in how their learning can look. A great guide and starting point to build from. #T2Tchat,['1562947270504460288'],1562947270504460288,1603365386,3053,2839,2350,11
311,@teacher2teacher A3 - I’ve been digging into SBL and learning scales over the past few years. Looking forward to building in more elements. #T2Tchat,['1562942288271069185'],1562942288271069185,1603365386,3053,2839,2350,11
312,@teacher2teacher A1 - I really enjoy the casual conversations in the beginning of class as students arrive. A great way to connect and learn from each other. I intentionally try to allow space for it. #T2Tchat,['1562938588618268672'],1562938588618268672,1603365386,3053,2839,2350,11
313,"@teacher2teacher @KeithPiccard @MarcusLuther6 Brandon, from VA. Chiming in for a few before getting the kid to bed 😃 #T2Tchat",['1562938105803542528'],1562938105803542528,1603365386,3053,2839,2350,11
314,"A3. Who else in my pln is working in tech! They've been rock solid support and shared so many tips and resources I can use to support my district!
#t2tchat https://t.co/YJyXBrO4pj",['1562944432928075776'],1562944432928075776,29704744,8609,4282,23170,89
315,"@emilyfranESL @AnnaTeachesMLLs Thank you!
I learn so much from you, @emilyfranESL! 
#T2Tchat",['1562943223576031232'],1562943223576031232,324582197,21987,18834,70093,202
316,"@teacher2teacher Ss create a soundtrack of their life w/ songs representing a significant climax, setting, theme, or character in their life, &amp; they present one they want to share. I add songs to the class playlist I play between classes. We add songs throughout the year. #T2Tchat",['1562942277206417408'],1562942277206417408,16358932,668,581,3465,8
317,"@KeithPiccard @teacher2teacher In a word: no. But, I teach students it's okay to try &amp; ok to stop reading any book. I track pages so I have an idea of each student's fluency. I usually use their independent reading for grammar lessons - ask Ss to find dependent clauses, beautiful sentences, etc. #T2Tchat",['1562941199337816064'],1562941199337816064,16358932,668,581,3465,8
318,@teacher2teacher I always start classes with independent reading. #T2Tchat,['1562938735440072705'],1562938735440072705,16358932,668,581,3465,8
319,"In this post (and the linked Slides), @MarcusLuther6 walks us through how he scaffolds students in identifying with some of their core values and how they share those with peers. #T2Tchat https://t.co/XQZfXnqtZZ",['1562941299569082370'],1562941299569082370,916687642846269440,6089,4285,26852,36
320,"@MarcusLuther6 Thank you for sharing this activity, Marcus! #T2Tchat",['1562940996249616386'],1562940996249616386,916687642846269440,6089,4285,26852,36
321,"A2. Borrowing @MonteSyrie’s #SmilesAndFrowns, students say their own name and share out something positive or negative (big or small) each day. Eventually, I’ll call on then once I know what they like to go by. #T2Tchat https://t.co/o8l3DNUqiN",['1562940452692959235'],1562940452692959235,916687642846269440,6089,4285,26852,36
322,@mosswa @teacher2teacher Us too! #T2Tchat,['1562939743603949570'],1562939743603949570,916687642846269440,6089,4285,26852,36
323,"A1: We start our HS ELA class daily with choice reading time, followed some after with #SmilesAndFrowns as a check-in. #T2Tchat https://t.co/uRkJjCZLHg",['1562939666093015040'],1562939666093015040,916687642846269440,6089,4285,26852,36
324,"Hi there, #T2Tchat! Nick, HS ELA teacher &amp; department chair from Erie, PA. Emoji for the evening after my first in-service day back today: 🤪 https://t.co/HPWxUpK96I",['1562939358189158400'],1562939358189158400,916687642846269440,6089,4285,26852,36
325,"@teacher2teacher A2: I like putting a spin on the intro speech. Students have to use a pair of shoes to represent where they’ve been, where they are, and where they are going in the future. We get to “walk” in their shoes. #t2tchat",['1562940321725808642'],1562940321725808642,299435398,2164,1609,13364,118
326,"@teacher2teacher A1: Questions of the day or mini group challenges are the best way to get Ss talking, creating, and collaborating! #t2tchat",['1562938405511729152'],1562938405511729152,299435398,2164,1609,13364,118
327,"Please join @EVERFIK12 in TEN MINUTES (7pm Central) for #LearnLAP! 

2️⃣ $100 @Target gift cards will be given away!

#FutureEdChat #LeaderEdChat #t2tchat #k12 #edchat #edtechchat #tlap #teachersoftwitter #education #edchat #edtech https://t.co/EKNN3QfTUE",['1561863034963988482'],1561863034963988482,335667311,41755,36235,70058,969
328,"Please join @BenTalsma TONIGHT at 7pm Central for #LearnLAP!

#SocEdChat #cdnedchat #edtechchat #flipclass #kyadmin #sschat #DubChat #4thchat #Admin2B #JoyfulLeaders #CrazyPLN #FutureEdChat #LeaderEdChat #CravenEdChat #t2tchat #MondayMotiv8rs #mflinspirators #MFLchat #ContentChat https://t.co/lDiOydeaig",['1559318770325196800'],1559318770325196800,335667311,41755,36235,70058,969
329,"Please join @gruffcorn13 TONIGHT at 7pm Central for #LearnLAP!

#OpenUpMath #MGbookchat #t2tchat #tlap #asiaEd #EduMatch #nhed #nctlchat #apchat #ecet2 #mnlead #nbtchat #wischat #PodcastPD #ccsschat #oklaed #probchat #bcedchat #leadership #JoyfulLeaders #CrazyPLN #FutureEdChat https://t.co/DIeg4JHHAP",['1556682902351400960'],1556682902351400960,335667311,41755,36235,70058,969
330,"Please join @the_gifted_guy TONIGHT at 7pm Central for #LearnLAP!

#PodcastPD #ccsschat #oklaed #probchat #bcedchat #leadership #JoyfulLeaders #CrazyPLN #FutureEdChat #LeaderEdChat #NAESP21 #MEMSPA #CravenEdChat #OpenUpMath #MGbookchat #t2tchat #MondayMotiv8rs #mflinspirators https://t.co/WTSVNLldkR",['1554229989087870987'],1554229989087870987,335667311,41755,36235,70058,969
332,@teacher2teacher @Bobby20867502 @kcpteachertips @KGainerteacher @TechieClassical @MiddleSchoolTe6 @Blikebianca @AmesAngels @epcp2010 @GotmTeaches I also recommend Linked by Gordon Korman. An excellent book about social justice. #t2tchat https://t.co/cmjWuQuaoR,['1559290741473542144'],1559290741473542144,2584444555,7243,7368,10122,478
333,"6 Principles to Remember This School Year  
Key Learning:
#3 Develop a simple set of relationship-building strategies. 
#5 Make reflection a daily habit.
https://t.co/7uHmbblykt via @edutopia  #edchat #k12 #t2tchat https://t.co/WPQf808LXu",['1559204012418863105'],1559204012418863105,2584444555,7243,7368,10122,478
334,"A Great About Me Tic Tac Toe Activity by 
@elizabeth_polo5🍎 https://t.co/qMIIaPXONC #edchat #t2tchat #k12 https://t.co/9oR2JNsnn3",['1558476630032523265'],1558476630032523265,2584444555,7243,7368,10122,478
335,"@teacher2teacher If you were an animal, what animal would you be and why? #t2tchat",['1557904430414106629'],1557904430414106629,2584444555,7243,7368,10122,478
336,@teacher2teacher I am definitely looking forward to sports and clubs opening up. #t2tchat,['1557903862857695233'],1557903862857695233,2584444555,7243,7368,10122,478
337,"@teacher2teacher @holleydesigio @MsDeFriese @EHSLionsTheatre @TeacherWhitten @Teacher_Smitty @Ms_Woz @mrspennaela @JGoodwin09 @markbrittmusic1 @artsimse @BeachPoet I love the lessons and units provided by the Council of Ontario Drama and Dance Educators. For me, there should some focus on social justice and equity. https://t.co/X1YqgnPmJR #t2tchat https://t.co/hIi3hl7qpk",['1557518515598417920'],1557518515598417920,2584444555,7243,7368,10122,478
338,@teacher2teacher Estimation 180 is another good resource that I use for mini lessons and minds-on tasks. Link: https://t.co/f6Xu0alxVN #t2tchat https://t.co/uHyAFJMq09,['1552856657511710721'],1552856657511710721,2584444555,7243,7368,10122,478
339,@teacher2teacher #t2tchat,['1552836776968028161'],1552836776968028161,2584444555,7243,7368,10122,478
340,@teacher2teacher Graham Fletchy’s 3 act math tasks are engaging. https://t.co/cw1GBQL0Zf #t2tchat,['1552830744137027585'],1552830744137027585,2584444555,7243,7368,10122,478
341,@teacher2teacher A6: Name origins. How did you get your name? Where did it come from? What does it mean? #T2Tchat,['1558098302368825344'],1558098302368825344,1020923004140773377,931,1461,3473,17
342,"@teacher2teacher A3: Creating the optimal conditions for student to work together. Time, space, and protocols that encourage collaborative discourse. #T2Tchat",['1558097740390809602'],1558097740390809602,1020923004140773377,931,1461,3473,17
343,"@teacher2teacher A8: No two students are the same, so your systems need to be mailable in adapting to your students. #t2tchat",['1552810398356688896'],1552810398356688896,1020923004140773377,931,1461,3473,17
344,@teacher2teacher A7: Be proactive in establishing a zero-tolerance policy for mistake shaming. #T2Tchat,['1552809910387167232'],1552809910387167232,1020923004140773377,931,1461,3473,17
345,"@teacher2teacher A6: Scaffold support form least to greatest intensity. 

What’s the cause? Is it Motivation? Is it limited time? Is it lack of prerequisite skills? Is the mathematics too abstract? Find what’s holding the student back and eliminate that barrier. #T2Tchat",['1552809616542576640'],1552809616542576640,1020923004140773377,931,1461,3473,17
346,@teacher2teacher A5: Addressed fixed mindsets &amp; towards labels. There are no “math people” and intelligence itself is arbitrary. We are all capable learners with different processing times and mechanisms. #t2tchat,['1552808900545548289'],1552808900545548289,1020923004140773377,931,1461,3473,17
347,"@teacher2teacher A4: How a student and their classmates respond when a mistake is made. 

They aren’t embarrassed, shamed, stressed or panicked. They pause (possibly smile) and persevere as they see the mistake as a learning opportunity. #T2Tchat",['1552807966276915200'],1552807966276915200,1020923004140773377,931,1461,3473,17
348,@teacher2teacher A7: I am looking forward to my classmates/fellow teachers this school year. #T2Tchat,['1558084492220309504'],1558084492220309504,863016944043044864,300,848,6098,1
349,@teacher2teacher A6: tell me 2 favorite things you love to do #T2Tchat,['1558083614738464772'],1558083614738464772,863016944043044864,300,848,6098,1
350,@teacher2teacher A5: I try to whisper when they are quiet during class . #T2Tchat,['1558082566846038022'],1558082566846038022,863016944043044864,300,848,6098,1
351,@teacher2teacher A4: give them leadership #T2Tchat,['1558081265118625796'],1558081265118625796,863016944043044864,300,848,6098,1
352,@teacher2teacher A3: create values for learning and build culture with goals. #T2Tchat,['1558081018858508290'],1558081018858508290,863016944043044864,300,848,6098,1
353,@teacher2teacher A2: I communicate with core values and with ethnicity. #T2Tchat,['1558080217285025794'],1558080217285025794,863016944043044864,300,848,6098,1
354,@teacher2teacher A1: I want them to feel loved. #T2Tchat,['1558079079441727489'],1558079079441727489,863016944043044864,300,848,6098,1
355,"@teacher2teacher Empowered, supported and happy! #T2Tchat",['1558081913683853314'],1558081913683853314,267795256,3322,4939,7762,39
356,@teacher2teacher It wasn’t that bad. 4th grade will be fun and at the same time challenging. It’s going to be Epic! #T2Tchat,['1558051751441313792'],1558051751441313792,3041011,2844,4433,7285,137
357,"@teacher2teacher @VidhyaG12 #T2Tchat A5: Take it slow, keep watching and when the opportunity opens up connect. I have found that children who are quiet during lessons open up when you allow them to read out their responses initially and appreciate the effort without referring to their quiet nature.",['1558018006621401088'],1558018006621401088,3940039274,1428,1144,8861,153
358,@teacher2teacher When students leave my class on the first day I want them to feel seen. #T2Tchat,['1557937144529920000'],1557937144529920000,1533890441732665344,117,594,1187,0
359,@teacher2teacher Talk with quite students aside and discuss options to participate such as a writing down their answers so I can observe and I will walk by to read them. Giving students option to write answers on the white board instead of outloud. It’s public domain but feels safer. #T2Tchat,['1557929697433907200'],1557929697433907200,1533890441732665344,117,594,1187,0
360,@teacher2teacher A7: I look forward to increasing student leadership within my classroom! #T2Tchat,['1557936278091579393'],1557936278091579393,1214223414870724609,1059,1016,1483,0
361,@elizabeth_polo5 We're kind of a crisis placement-our goal is to stabilize and send back to the neighborhood schools. Sometimes that means tiny steps!! #T2Tchat,['1557932430392057856'],1557932430392057856,2538681872,11029,4971,44539,85
362,"But #t2Tchat, that doesn't mean we don't talk about those things-but those are more serious conversations that need some preparation, a check in with the counselor beforehand, if possible. 

I do like to have lots of choices of activities/art supplies ""Which do you want to use?""",['1557905913054253056'],1557905913054253056,2538681872,11029,4971,44539,85
363,"Such an important question #T2Tchat!! 

Because so many of my students have been foster kids or victims of abuse, I have to be so super careful. 

Foster kids have lost pets, family, home, friends.

So, instead of ""Do you have a pet?"" I ask ""What is your favorite animal."" https://t.co/nE3CW8rxqq",['1557905911225524224'],1557905911225524224,2538681872,11029,4971,44539,85
364,"I'll let them pick the colors, and sparkles, whatever... but then they have a fidget they helped create. I also allow them to make some to take home to a sibling, if they want.

#T2Tchat https://t.co/fom9IkEnYf",['1557869619666292736'],1557869619666292736,2538681872,11029,4971,44539,85
365,"A2: #T2Tchat Model, Model, MODEL! 

I tell the kids I'm bad at names, then make horrendous mistakes, I drop things, I spell things wrong (Munday!). I goof stuff up, I pretend to get mad and then calm myself down with some deep breathing. 

Also I share pictures of my pets. https://t.co/DOVVJEmIVh",['1557869067876175878'],1557869067876175878,2538681872,11029,4971,44539,85
366,"That's how Tammy makes us all feel, #T2Tchat :0) https://t.co/7kt4zVU229",['1557866463955808256'],1557866463955808256,2538681872,11029,4971,44539,85
367,"A1: #T2Tchat to feel like it was a really great day. More importantly, the next morning, I want them excited for day two! https://t.co/ANaxblVXOP",['1557866317889228802'],1557866317889228802,2538681872,11029,4971,44539,85
368,@teacher2teacher @OurKidsMatter_ @emilyfranESL Hello #T2Tchat! Brett here from Oregon. I am not 100% sure what I teach this next year! We just had a shuffle and a new principle...but somewhere in K-5 at a school designed to support kids with high behavioral needs. (Last year I was K-5 Functional Life Skills).,['1557865299583438851'],1557865299583438851,2538681872,11029,4971,44539,85
369,@digitalmediawiz @teacher2teacher You spoke to my heart with this one! I never knew how valuable sports and other extracurricular events would play in keeping me sane day after day. What do you coach or sponsor (club)? #T2Tchat,['1557930870538993665'],1557930870538993665,997831091741437952,1108,1978,3467,3
370,@teacher2teacher A3: Teachers must first model and practice what they preach in order for students to follow their lead. I always ensure that classrooms decisions are decided on in collaboration with my students. This trickles down to my students. #T2Tchat,['1557908347990466561'],1557908347990466561,997831091741437952,1108,1978,3467,3
371,"@teacher2teacher A4: Oftentimes, we set goals for our students to achieve, but the power comes when students can create their own attainable and maintainable short and long term goals to hold themselves accountable for throughout the school year. #T2Tchat",['1557907361699856390'],1557907361699856390,997831091741437952,1108,1978,3467,3
372,"@teacher2teacher A6: What is one “odd” food obsession that you have?

My answer: I put mustard in my grits and I get one of every Chick-fil-A sauce to dip my nuggets in! 

The commonalities that are found amongst peers is a relationship builder for sure!

#T2Tchat",['1557904189459660800'],1557904189459660800,997831091741437952,1108,1978,3467,3
373,@LiviaChanL @teacher2teacher Wow! This is a great reflection for ALL stakeholders. I can see how you can refer to these things when challenges arise to lighten the mood. 👍🏾 #T2TChat,['1557903609718837255'],1557903609718837255,997831091741437952,1108,1978,3467,3
374,@megangparker @teacher2teacher Creating authentic mentorships that positively impact both parties is important for the growth of a faculty and staff. Thanks for being that listening ear and helping hand for our first year teachers! :) #T2Tchat,['1557897902474891268'],1557897902474891268,997831091741437952,1108,1978,3467,3
375,@TammyTomazoli @teacher2teacher @emilyfranESL We can’t wait!!! #T2Tchat https://t.co/9dv849SfoE,['1557521539922382855'],1557521539922382855,997831091741437952,1108,1978,3467,3
376,"👋🏾 We can’t wait to learn, collaborate, and grow from each of YOU as we begin the ⭐️2022-2023⭐️ school year! See you there! #T2Tchat #EduTwitter @emilyfranESL https://t.co/T8CjVUj3RW",['1557521339984093186'],1557521339984093186,997831091741437952,1108,1978,3467,3
377,@2014ORTOY It’s all about that student voice! You are an inspiration Brett! Thank you for opening the path for your scholars! #T2Tchat,['1557923001571713030'],1557923001571713030,3074622577,1559,531,4596,14
378,@SraSiqueira1307 This is great Ana! Let that student voice be empowered! Keep being awesome sauce! #T2Tchat,['1557922530261876737'],1557922530261876737,3074622577,1559,531,4596,14
379,@teacher2teacher @OurKidsMatter_ @emilyfranESL Thank you for having me tonight!  A huge awesome sauce to our hosts @OurKidsMatter_ and @emilyfranESL Let's make this year even better! #T2Tchat,['1557878799030779906'],1557878799030779906,3074622577,1559,531,4596,14
380,@danacoledares You got this Dana!  Go make that dreams come true!!! #T2Tchat,['1557878257588076557'],1557878257588076557,3074622577,1559,531,4596,14
381,@emilyfranESL @LiviaChanL A beautiful quote! Go make those connections Emily! You got this! #T2Tchat,['1557877916607946754'],1557877916607946754,3074622577,1559,531,4596,14
382,"A7: I'm looking forward to making more connections, establishing relationships, and magnifying our family with memories! Stay tuned... #T2Tchat https://t.co/V5MicEOcPH",['1557877545932054529'],1557877545932054529,3074622577,1559,531,4596,14
383,"@2014ORTOY You have inspired me friend!  I love sparkles! Thank you for sharing.  Please post a pic, I would love to see.  #T2Tchat",['1557877016791322626'],1557877016791322626,3074622577,1559,531,4596,14
384,@LiviaChanL @teacher2teacher Those conversations are life changing. #T2Tchat,['1557875919976599552'],1557875919976599552,3074622577,1559,531,4596,14
385,@JustTeachingELA @danacoledares Thank you Cait for sharing.  I have to read this. #T2Tchat,['1557875378521341960'],1557875378521341960,3074622577,1559,531,4596,14
386,@danacoledares Great idea Dana! They have ownership and a sense of belonging creating that playlist.  Thank you for sharing! #T2Tchat,['1557875252893569024'],1557875252893569024,3074622577,1559,531,4596,14
387,"A6: Explain if you prefer sunny, cloudy, rainy, or thunderstorm days. #T2Tchat https://t.co/2HTTFGSxOH",['1557874999582679040'],1557874999582679040,3074622577,1559,531,4596,14
388,@JamesAlanOLOO @teacher2teacher That's the clue word...belonging! #T2Tchat,['1557874222894125056'],1557874222894125056,3074622577,1559,531,4596,14
389,"@emilyfranESL That's okay Emily to be worried.  Just know that once that student knows with all their heart that you are there for them and believe in them, watch what happens. #T2Tchat",['1557873625411248131'],1557873625411248131,3074622577,1559,531,4596,14
390,"@emilyfranESL Now, that's connection! Bring in the whole family! #T2Tchat",['1557873302470885383'],1557873302470885383,3074622577,1559,531,4596,14
391,A5: Providing students with choices and different ways to express their voice in the way they are most comfortable.  It doesn't always have to be paper and pencil. I also leave my little love notes to let them know that I believe in them! #T2Tchat https://t.co/aUs6s43rft,['1557873121327255552'],1557873121327255552,3074622577,1559,531,4596,14
392,"@JamesAlanOLOO @TammyTomazoli @teacher2teacher YESSS! The learning will happen, but first, we need to guide students to be a dynamic and powerful individual, from the inside out. #T2Tchat",['1557872348791033856'],1557872348791033856,3074622577,1559,531,4596,14
393,@PreK33 @teacher2teacher Student voice matters! #T2Tchat,['1557872111615631374'],1557872111615631374,3074622577,1559,531,4596,14
394,"A4. Fill in the blank: I set goals with my students during the first weeks of school by having Ss create a plant that shows what they would like to learn more about themselves as a person, not necessarily as a S, but a unique and vibrant individual of our community. #T2Tchat https://t.co/kOTBSo3ps2",['1557871674053521409'],1557871674053521409,3074622577,1559,531,4596,14
395,@ciji_thurman A beautiful idea Ciji!  Thank you for sharing!  I have to implement this awesome sauce strategy! #T2Tchat,['1557870749142188032'],1557870749142188032,3074622577,1559,531,4596,14
